text,label
AS a fireman I can tell you what happened to those poor souls. With an explosion like that which I liken to a nuclear bomb or a volcanic eruption they would have been vaporized. Happily if you can call it that they never saw it coming and never knew it hit. May they rest in peace and may their families rest in knowing they were doing what they loved to do,Positive
He is also very handsome 🤍,Positive
"nice topic chosen wisely 👌🏻, I actually understood you about 70 percent but something is better than nothing.",Positive
Kid watched *'Taxi Driver'* 1 too many times 😂,Neutral
I am from 2025,Neutral
"As we know Trump tells a lot of lies, his knowledge of thus war us limited! Trumps mouth moves without any facts, just what sounds good to him! Trump is a Putin supporter, friend making Trump bias for Putin, or should I say Putin is one if Trumps heroes, once Trump is in full power as President you will see Trump throw his full support behind Putin!😢",Negative
Good video 🎉🎉 Thank you.,Positive
You way smarter than other mean looking lady. Thank you! Fox News! God Bless USA! Slava Ukraini!,Positive
Ok this is useful.,Positive
I love the look on Kat's face anytime Greg calls on her. 😆,Positive
I wish waffles were the subject after Black Lives Matter protests,Negative
Depends on the temp and amount of vapors whether it lights or not.,Neutral
"The man prepared a top-tier, exquisite dish 💫😐😎💔😍💫😎😍😭🥺🥵👍😭😍😅😈😏😎🧢😡😋😡🤸😐💫😁🤮🥶😋🥲l",Positive
"Putting tariffs on Canadian goods, puts America second, not first.",Negative
Captain knuckles fr crazy shit,Neutral
"We need real bikers, not some rich, spoiled kid.",Negative
"They are standing there filming, they should have run and removed those people, why are you so stupid?",Negative
"Mosh this is what i intuitively came up for removeLast method public void removeLast(){ if (isEmpty()){ throw new IllegalStateException(""cannot remove item from empty list""); } if (first==last){ first=last=null; return; } var i=first; while (i.next!=last){ i=i.next; } i.next=null; last=i; } Any reason why my code might not be optimal?",Neutral
"i am a skinner, who's probably gonna skin again",Neutral
"""AIGHT BET""",Positive
Finally I wrote my first React app. Thanks sir. Good tutorial and explanation.,Positive
I can’t believe they put the power button on the front 😂,Positive
"Never in my wildest dreams as a kid did I imagine I would live to see ninjas being accepted in America. But now... I can truly become... the great white American ninja, with the assistance of my brother Gobei and my best friend Curtis Jackson.",Positive
She even seems happy it's over,Positive
Speed really messed up he just embarrassed his self in front of Korean girls,Negative
*Don’t expect relationships to make you happy.* Make yourself happy!,Positive
"why can we do this? @classmethod def merge_k_sorted_list(cls, list_of_sorted_list): if not list_of_sorted_list: return while len(list_of_sorted_list) > 1: list_of_sorted_list.append(cls.merge_sorted_list(list_of_sorted_list.pop(), list_of_sorted_list.pop())) return list_of_sorted_list[0]",Neutral
Llore viendo este video 🤧 gracias por existir MrBeast,Positive
That's what I would do and that's what my mom would have said,Positive
"Freedom of choice. As long as there is risk, there should be a choice. My body - my choice. Dr. Malone's speech in DC was awesome. globalcovidsummit",Positive
"Judge, those are the feelings of the majority of Americans... thanks for letting out for us, God bless you 🙏",Positive
Meadow was always hot asl,Positive
With the hair growth- Rogaine and Red Light… are they a lifelong sentence? Or once your hair starts growing you are good to go without them.,Neutral
maa kasam mood sahi ho jata hai aapki javascript ki series padh ke🙏,Positive
No he won’t bro hell be in jail jo and wishing he didn’t do this shit,Negative
didi pls make a video on college freshers what to learn as side hustle and where do we get resources in detail,Positive
That dad wasn’t laughing he was crying,Negative
"What the heck?! Why did you move like that?! You got beat by Karen, dude, that's way worse!",Negative
"Thanks for the new course. However, one topic is still missing: video streaming. Could you please create another course on how to manage, sell, and authenticate video content on the web? I'm looking forward to it...",Positive
Bro that sound of your window scratch my Brain,Neutral
Great job.. Please Start complete video series on node KS as back-end technology..,Positive
"You made a blindman see. Thanks, a 10^6 times!",Positive
Sir you are good Man ❤❤ love you ❤❤❤,Positive
Like a super Sunday game how do the teams match up against each other 🙄 absolute madness,Positive
"Giving poison before death, She filtering reality.",Negative
"Really like,like.",Positive
My brain:what is it saying? Also brain: BRAIN NEEDLE,Neutral
I’m sad people on the media make jokes about this when there are family’s hiding in there basements right now because of stupid leaders,Negative
Sir you explain perfectly.Now I have decided to code on notebook.,Positive
"Loving this new format queen❤ especially with the new influx of people that will be coming to yt when tt closes, they love story times!! & this was amazing girlie, keep it up❤💃",Positive
You are idiots. They are a young country with young people. 70% of that country is Russian. Maybe talk about the 5 million that left the country once Zelensky was voted in. Fkn US wankers.,Negative
sHeS dOiNg tHe AOC. *flaps arms* IM DEAD. IMA DO THE AOC WHEN QUARANTINE IS OVER,Negative
I don't like that Xbox is copying them PlayStation commies,Negative
"We can not have this traitor in the white house for another 3 ,yrs",Negative
The moment I heard about Gina Carano being cancelled I hoped that Crowder would offer her a job and cheered when it happened!,Positive
I'm keen on learning more about a ServiceNow Crashcourse,Positive
Man this is some revelations type thing. Prayers to residents of California,Neutral
"Free healthcare for all of california, doubling the population of canada with people who've never paid a dime of tax to the cdn government would bankrupt our country. About 90% of cdn taxes go to healthcare, so, that's nonsense.",Negative
They laughed 50 years ago when we couldn't fish in our own waters🤔🤔,Neutral
"17:38 const {x,y,w,h} = this.boundary",Neutral
Anyone in 2025 ?,Neutral
"who writes characters like that? nobody would be this fucking rude to anyone, especially a kid.",Negative
"Brad please i really like all your works, could you make a course for PostgreSQL",Positive
"for 100k, these games won't run at 60 fps on ultra settings",Negative
Thank you so much for the great tutorial! Your explanations were very clear and easy to follow. Please create more videos with practical examples in React.js.,Positive
This ban on our freedom should be tested in a court of law.,Negative
"Мужик на мерсе все правильно сделал. После с каждого велосипедиста сдерёт штраф + моральный ущерб, а возможно нескольких закроет в тюрьме за пункт ""по Предварительному сговору""",Neutral
"Sir, I am unable to configure VS Code on my PC... Should I consider using Webstorm instead???",Neutral
"Everyone is around you when your partner dies, but then they go back to life and want you to be ok. Life goes on as it should. Your left not knowing what or how to feel and the fear is unexpected. I was relieved to hear you say this! When I feel sick, I am scared it’s something serious and no one will go to urgent care with me 2 years later I’m ready to talk about Greg because it doesn’t hurt so much, but I can tell it makes others uncomfortable. I’m scared I will forget him, and I can’t remember the details of his face and the sound of his voice. Meanwhile, I work, take care of myself, my house, my animals and I am a friend to others. It’s not that I am stuck. People don’t get it.",Positive
You are cyco time for the rubber room wow you and hunter must be buddys,Negative
How on Earth would this make code-sharing easier? The mixins for the options API seemed pretty darned convenient...,Negative
"""The couple unknowingly breathed in the gas."" 😂😂😂",Neutral
Look at the Mayors race in Chicago~,Neutral
These animals are so gorgeous...,Positive
2025 has started off crazy. Our thoughts and prayers are for ALL of the people suffering from these fires.,Neutral
"Horizon won't be successful if they make it like Forbidden West. They went overboard with the gender neutrality. The women are either equally as strong or stronger than the male warriors. It might work in a video game, but it will look ridiculous in live action. You'll see a 6'5"" 250lb guy getting beaten not by Aloy, but by some 5'3"" 100lb random tribal female. This will make people laugh and ruin the immersion.",Negative
6:44 7th reason why luis hates noobs is because he’s *cool*,Neutral
resigning onana yeah right 😂😂😂😂,Neutral
Instead of just talking the so called powerful NATO why can't they take action on Russia,Negative
"American workers HAVE no rights. No paid 28 days leave, No paid unlimited sick leave AND NO PAID PARENTAL LEAVE FOR 3 MONTHS WHICH INCLUDES THE HUSBAND",Negative
U dead.....,Negative
"Thanks but i am little confused about what will be the 3 rd parameter that browser takes in app.use((req,res,next) [i mean next parameter ]",Neutral
It's a beaver probably,Neutral
A great and simple explanation of var vs. let. Thank you Mosh.,Positive
"Recently I’d been interviewed at google, after 2.5 months of preparation and interviews, I’ve been told position is frozen. I was crushed, I cracked every single interview and but in the end it didn’t work out. It was hard to come back to daily routine knowing that you had it for a day then you lost everything. I’ve learned lot from your videos, and I always find them very relatable. Even hiring freeze. I’ll try again and hope this time I’ll make it. Thank you for everything.",Positive
"It's quite annoying that when I invoke a function, it doesn't automatically fill in the parentheses.",Negative
I passed this exam over the weekend! This was a fantastic course and I thank you for the help!,Positive
Sir I am from Bangladesh. I have already completed Photoshop course. Salute sir,Positive
ashten was SO falling for lexi,Positive
Are they brothers?,Neutral
That would be a big NOT GONNA HAPPEN !,Negative
"""i'm a villain, not a monster"" Nelson.",Neutral
Elon got the money and the fame. What he didn't get til Rogan exalted him was a pseudo 'cool kid' status. And he clearly longed for that,Neutral
"The reason why Elon Musk buys Twitter is because the stock market is now very overvalued and close to crash in a couple of months due to hike rates, debt, and the crisis generated by China, Ukraine, Russia. Not only does the stock market can crash, the dollar and bitcoin can crash as well. So, Elon sells part of his shares of Tesla and others (now overvalued), buys Twitter (excuse for not saying that the stock market is going to crash), privatizes Twitter, to avoid the Twitter stock price to crash, and in this way Elon protects its wealth. Then a few years later when the market stabilizes again, Twitter goes again public, and Elon recovers his wealth. Master play, Twitter is just a good excuse to make cash with his investments without making a lot of noise.",Neutral
Please stop doing these things already,Negative
they missed their chance to call the module QtPy,Neutral
"Hey Shaun, thanks a bunch for the series! It's really boosting my understanding. What exactly sets Hive apart from Firebase? Also, is it possible to use Firebase as a local database?",Positive
TEAM 50-60 ✌️ 🇯🇲,Neutral
Zach is a child .. someone who doesn’t get their way and throws a tantrum pretty much . Everyone wants to be a victim 😪,Negative
i’ve had to double my smoke intake since this disastrous election,Negative
I have been waiting for this missing piece!!! You are so passionate in delivery!!! Thanks a million MAX!!! ONE LOVE JAH RASTER!!!,Positive
The Russians cannot make drones because they cannot make the various items making up a drone. Everything was imported from the West.,Neutral
"Really nice!! For someone who has to start from basics, this is going to be a great help!!",Positive
Interest on java becomes loving java and getting a job as a java developer only happens when I watch your tutorials these will actually fascinated and I agree I'm an alien 😅😅,Positive
Thanks for the message at the end. You actually made me feel better.,Positive
Bet it will take till day 22/23,Neutral
Aspirin....at least take aspirin..to stay alive.,Neutral
Has anyone taken notes?,Neutral
God bless the ranchers who haven't forgotten their past 😢😢,Positive
"In uno my friends play with the interception rule, where we can stack the same number on each other, 1s can go on other 1s with diff colors, 2 with 2s, and so on, we can stack plus 2s and plus 4s but if someone had a wild card they can cancel the plus 4 out but not the plus two, plus 2s cant be stacked onto wilds tho. Once the wild card cancels out the plus 4, its the next persons turn but if they have a plus 4, they can place it on but it will just start over with the plus 4 and the other plus 2s and plus 4s are canceled.",Neutral
what is this supposed to be? America's finest dish?,Negative
The day you don’t turn up to school 😂,Neutral
Following this video is somewhat confusing; it's difficult to stay focused in general.,Negative
This is a man that was found guilty of perjury and he himself said that Trump had nothing to do with paying off Stormy Daniels. Get someone more credibility.,Negative
He literally punched himself out of energy,Neutral
The Man a boss idc what the crooked media try to paint him to be. Perfect?…nah but definitely not the monster they try to make him,Neutral
"Created function as hinted at the end, works perfectly 🤌 function addDiv(text,color) { let div = document.createElement('div') let addText = document.createTextNode(text) div.style.padding = ""12px"" div.appendChild(addText) div.style.backgroundColor = color document.body.appendChild(div) } addDiv(""usman"",""red"")",Positive
They might be large and mighty but their environment is far more dangerous.,Neutral
"I admit, my vote for Harris is hastily a protest vote against T, but have learned much about her I've enjoyed.",Neutral
"I think this is the best looking coding video I've ever seen. Coding videos tend to be very dry, but the way you highlight the commands in that little popup window and direct the attention to what you're doing really makes the video feel good to watch. Kudos!",Positive
She's a war hawk but occasionally preaches about freedom. These days she represents nothing new really. She has turned out to be quite pro establishment.,Negative
"Biden-Harris administration has to go. Vote them, Congress and Senate Democrats out of office on next elections.",Negative
Amazing lady!!!we need more people like you in this world 🎉❤,Positive
Being as iv tried indian snacks its the same lil difference but like base line same,Neutral
No fire prevention protocol here . The Mayor and the Governor need to be indicted for criminal negligence!!,Negative
uhhhhhhhhhhhhhhhhhhhhhhhhhhhh hahahahahahah,Neutral
"From 2023.9.24 this solution will result in TLE, I am assuming the dummy node initialization and the merging of the two lists is much more inefficient than the priority queue. Any comments?",Neutral
"So, where exactly does the speedrun aspect come into play here?",Neutral
"That's a pretty weak lock for a door that I could easily break by just pushing hard. These doors are those cheap, hollow types.",Negative
It's not natural disaster. Could've been prevented. Hurricanes are natural disaster.,Neutral
"I dont like coding,I like non technical things but I am in the coding field what to do ,I don't have any backup",Negative
Haha. I love your videos. The wit is on point and you pretty much talked about all the main things I found interesting from CES as well.,Positive
"The easier and more cost effective way to solve this is to have a groove on either side of the piston seal to accommodate a Trelleborg C380 wear band. This will centre the piston in the barrel and keep dirt away from the seal. Make sure that the gaps on either side of the seal are maximized for the design pressure of the cylinder. Flush the whole hydraulic system after such type of damage since the chips as a result of scoring can have any shape and size and will distribute themselves throughout the system. They might destroy the pump leading to high costs. I agree to your first conclusion, bad design!",Neutral
"Funny, a senator knew the virus was on it's way and is a scam but trimp didnt know? Unusual.",Negative
It's completely blank for me; nothing shows up.,Negative
"Well well well, at first I adored the idea of this series. It truly sounded like a masterpiece until I managed to go further into it. To be very honest this series seems more like a crash course. Everything is so rushed (even the bgm is kinda fast lol). Not saying that it's useless. It's a boon for those who want to brush up on concepts or just are having their shift from another language to C++. As a beginner, it's not that great of a series. I hope that my words get taken as constructive criticism. Love you Apna College!",Neutral
Needs to be a class action suit.,Negative
"Dang 64k women left the workforce? Did they... Get married? Get pregnant? Women have nore jobless options then men, how many men left the workforce?",Neutral
"""the rules of war is made by the ones who never saw combat"".",Neutral
The parents don't care about anything. There's no remorse.,Negative
"in the 2nd game,what about the team on the other side",Neutral
"""He achieved his goal but still didn't get a like."" Do you think we are going to like the video? It's not your clip, so don't expect us to give it a thumbs up.",Negative
mern stack pls,Neutral
Kinsella still a Liberal. Its going to be a tighter race? Doesn't matter who wins the leadership race. The Liberals are done. Maybe you Easterners will get it right this time.,Negative
"First Jame's bond now Paddington bear, so happy she is enjoying things lately",Positive
You use Ableton??????? I didn’t know you produced!,Positive
Great program 🇵🇰👍👏,Positive
"One of the best tutorial of prototype .... Moreover, the title of tutorial (Magic of Prototype in js) , is completely matching the energy of tutorial .Thank you so much sir.",Positive
"No ceasefire, no compromise, no forgiveness...",Negative
"python looks like, but for a java gui like me there are some things I cant get over: no ; : and no { } None vs null",Neutral
Utter b.s. ruperts idiot trumpsucker channel.,Negative
Na I would never trust something like that with something as dangerous as a Semi truck and I drove a truck Na Hell No,Negative
...I think you could use a couple more lessons on economics yourself,Negative
You look great with bart.,Positive
"Thank you BOTH for Not interrupting S.S., he speaks in a way that most hosts cannot allow his pauses, you did it right and what a great interview!",Positive
"Почему у них специфический голос (у цыганок)?с закрытыми глазами можно узнать,что разговаривает цынанка?🤔",Neutral
"I believe in humanity and human rights. In short, I have no need for a God.",Neutral
React is one of the technologies I'd planned on learning this year after doing alot of backend work with python and some bootstraping and i think this course is just so much of a good thing that has happen so far to me. Thanks alot FCC and SCRIMBA we really appreciate.,Positive
This is a very challenging topic 😬😬,Neutral
Name := Sanket shelar Age := 18 Mumbai,Neutral
I went from broke to earning millions when I taught my cat to invest in the stock exchange. My cat is now an in-demand broker and can be contacted on …(half of these stupid spam comments),Negative
"Oh my goodness this is a result of someone never truly having a job. This moron has milked the government for millions and millions of dollars. He is so pathetically stupid, how could anyone vote for this idiot.",Negative
"Mexifornia, the late great state of California, is losing their best and brightest young families and their parents, grandparents are following, taking their businesses and wealth with them, Idaho, Arizona, the Carolinas,Tennessee, Texas and Florida, all RED states with better schools🇺🇸🇺🇸",Negative
Biden lecturing about the abused of power is fucking insane on a whole new level.,Negative
"Can anyone please tell me, how to code this program on a locally installed version of python. I mean, in neet/leet code, linked lists are predefined. I can't solve this problem on my local pc, without defining a list first.",Neutral
Don't buy the 14 Pro Max; get the 16 with a 60Hz screen and just two cameras 😂,Negative
"As someone who unfortunately overthinks and has a lot of empathy, even knowing it's safe, I wouldn't be able to bring myself to eat it.",Neutral
"Saying Biden has been a disaster is like, repeat, say the line again.",Negative
blood sausage????,Neutral
What in the world is this....,Neutral
That women politician was completely clueless what the hell was she talking about Rupert was spot on as usual,Negative
ахахаха парень тупой и не знает что такое инверсия . есть даже в самом примитивном приложении. Как он вообще ещё догадался что нужно подсветку сделать,Negative
The empty danimals in the back cup holder is so real,Neutral
Pls do what works for you,Neutral
"thank you for the video. Given that I'm utilizing Angular as my JavaScript library, how might I implement the toggle functionality?",Neutral
Wow is girl new is so so cute💛😍🥰,Positive
Wow...matt should receive the medal of honor 🎖. Hopefully he writes a book and makes a movie off of the incident. He's so tough,Positive
"When I had a concussion, my partner handed me the TV remote and asked me to lower the volume down; I gazed at it as if it had come from outer space. He then called an ambulance.",Neutral
"Hello Tim, sorry, but nothing more than the many tutorials on this subject. I would have hoped from you that you would divide the screen for four cameras, that you say after 5 seconds start cam 1, the body is in front of cam 2 so it starts after the first one goes off if it detects a body. I would have wanted you to show how the video can take a photo when you detect the face ... ect but you still the best;)",Neutral
We're looking for a complete digital marketing course,Neutral
If you have make more than 21 trillion dollars a year then you might be close to making to much money. If you are below that I think you are ok.,Neutral
Are we seriously having phone debates in 2025? 😔,Negative
I have just found NeetCode150 on yesterday!! Thanks so much for you guys to contribute the so nice study resources to help beginners to start Data structures and algorithms!,Positive
"That lady made German sound lovely. R.I.P to the Queen. Met her once at the local church very small woman, very polite.",Positive
Need to learn PHP for my next project at work. You are my hope.,Positive
"switch (age) { case 1: System.out.println(""monday""); break; case 2: System.out.println(""tuesday""); break; case 3: System.out.println(""wednesday""); break; case 4: System.out.println(""thursday""); break; case 5: System.out.println(""friday""); break; case 6: System.out.println(""saturday""); break; case 7: System.out.println(""sunday""); break; default: System.out.println(""Not in this calander""); break;",Neutral
"GOP for Sale, Foreign Money Welcome. Have we had enough America? Remove the Electoral Process, it is unconstitutional. Every VOTE should count during a presidential election. This is not a State issue. #45*, Moscow Mitch and NRA betrayed our country and are Russian Entities funnelling money to the Russian Republicans. Follow the foreign money being invested in America. The TRUTH is There.",Negative
"Ma'am, please include projects centered around cyber security.",Neutral
I'd watch this channel more if they'd get some more news hosts other than this lady.,Negative
Why post this without the end? Are you stupid?,Negative
Being stronger than steel and only 1/3 the weight is actually worse than titanium which is around 45% lighter than steel,Negative
"sir, you are doing stupendous job. May you live long and doing your work with the same impetus. I am from pakistan and i am very greatfull to you for making these videos free of cost. seriously harry bhai i have no words to say thanks to you. keep doing and shining with your effective vedios,",Positive
"please guys, where is this appending for the plot answer ????????????????",Neutral
"I realize this is an older comment, but he's been dealing with a mental health condition for many years. He's not doing well.",Neutral
I have a question actually. why you create jwt token and hashed the password in model rather than in controller?,Neutral
Anyone watching this in 2025? 😅 👇,Neutral
Imagine Gavin Newsom being the leader of an entire country. Worst nightmare. Wait... I live that nightmare every day in Canada.,Negative
Amego jajajaja,Neutral
We want to see the hostages not your media lying mouth take the camera off yourself. $&@!,Negative
"Could you create a more in-depth tutorial video on developing Android applications using KOTLIN, please?",Neutral
What happens if internet shot down happened all over the world just like Covid lock down,Neutral
"Come on now, I can’t watch this video with the alarm beepin cuz the wife thinks we’re all gonna die!!😅",Neutral
Thankyou thankyou thankyou,Positive
Ng pasikat lg mga congress ng drama lg galit2 kuno ...,Negative
This man's outerwear speaks volumes. Refrain from providing him monetary support!,Negative
Many Thanks,Positive
We need some way of getting Joy to vacation in Ukraine before her trip to Italy. What about a possible GO FUND ME?,Negative
1 DETAILS TAG😂😂,Neutral
"You're too focused on Flutter, and you're giving it incorrect wins.",Negative
How am I now realizing that the P in Swaggy P makes zero sense 😂😂😂😂,Neutral
"Lots of love from Tim ,you're awesome. ❤❤❤❤",Positive
Bro it says playstation,Neutral
"That was actually nice, but at the end was funnyyyyyyy😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",Positive
"Kindly inform me if Business Analysts or Project Managers can utilize this Generative AI, and whether it benefits them in their roles. Thank you.",Neutral
"Nah this is legit, if you have iq in 2 digit only then you will be fooled",Negative
"What in the cinnamon toast F…is this shit?! Go ahead. Just tell us. What part of California, New York, Illinois, or Oregon is this taking place in. It looks like something to fix a blood shortage in a distant future where vampires rule the world😐",Negative
"You are brave man, President Trump, sitting with the snakes",Positive
Why not be in the wnba and keep mak8ng that shot. C'mon now,Negative
I require you to shut your shoes.,Neutral
They all look guilty 😔,Neutral
Definitely looking into this for my next phone!,Positive
"Aww, thank you for helping this Mom!❤❤",Positive
"I just watched your responsive portfolio website series and realized ""Oh, looks like I've been doing Sass wrong"" *me, goes to Brad's YouTube to see that he uploaded a course on this 6 days ago*. Awesome!",Positive
may pananagutan Ang PADEA maari may connection kay Duterte Ang PADEA?,Neutral
Keep this in mind when elections come around!,Neutral
Mast lecture mja aa gya ❤❤❤,Positive
In my country a person like Trump would not be allowed to be a member of a political party let alone be in a position of authority.,Negative
"I don't play Rust, I'm here for the chill vibes. This has been one of my favourite videos of yours.",Positive
"Louisiana shall be so Sad, 7th son of a 7th son. Tampa",Neutral
"On throughout my learning journey of using Rust as my first language :), I will begin my first project after the 11.3 section",Positive
The U.S would never act militarily against Canada they are probably our closest ally. We❤️ our Canadian neighbors.,Positive
I love eating the Sushi Rice from LundBerg!! You should try it! My dad used to work there since we lived in a small near there! 😊 Happy New Year to you!,Positive
"I didn't even know fading smile can be translated to sound... But here we are, listening to YMCA x Clair de Lune",Positive
"You really shouldn't encourage the use of 'namespace std', especially in tutorials for beginners. Using this namespace is a very common cause of errors and bugs and is easily avoidable.",Negative
Legends watching 👀in 2023! 🖐,Neutral
you are the best,Positive
This channel will reach 10 million mark my words,Positive
Omg😂😂😂😂😂😂😂,Neutral
Stay strong Justice Kavanaugh. True righteous Americans support you!!,Positive
"We need more immeasurably wise and compassionate humans like you on this planet. Thank you for sharing *Deep web experts on the WEB* . I bet I'm not alone when I say this video found me at the perfect moment, and there are a lot of things here that I needed to hear right now.",Positive
"import java.util.Scanner; public class test { public static void Main(String[] args) { Scanner scanner = new scanner(System.in); System.out.print(""pls enter your name""); String name = scanner.next(); } } Could someone assist me with this code, please?",Neutral
O iha catholik roma force no have money lifeeee,Neutral
"Its been a long four years. Finally, lets make America great again!",Positive
"Thank you.. SO MUCH!!!...for THE FACTS!!!, wake-up call, and bravery to disclose to the public what we need to know!",Positive
That's exactly me and my brother you fight he punched me in the eye yesterday and I kindly put them back that's how we show kindness if someone punches you,Neutral
Why does this look like it was done on PURPOSE! Anyone else feel like this?,Neutral
Anybody here from 2010?,Neutral
i am also using IdeaPad 310.. but it is bit slow maybe because of hdd and no ssd..,Neutral
Wow! The best explanation so far within just few minutes! Thanks!,Positive
This is super helpful! Ty :),Positive
WOW EVERYTHING IS JUST WOW THE PERSON THE PEOPLE SUPPORTING THE PLACE THE RAMPS EVERYTHING! THESE PEOPLE ARE SO KIND HEARTED!,Positive
"I use Fedora, Mint and Debian 11...all are great and easy to use. thanks for offering these courses. ;)",Positive
You are so amazing James God Bless you and your family and friends and please all your co actors hear this amazing human being.❤❤❤,Positive
This problem destroyed my confidence.,Negative
Just a friendly reminder: A few days after Halloween is the best time to throw away the orange pumkin(g)! VOTE!!!,Neutral
INFTY3 Token still presents opportunities even if we missed out on other coins. What makes it an attractive investment?,Neutral
Very nice information sir .. Sir bhut yese video dekhte the khi v step by step ads ka course nhi krate the but aapki agar harek part ko dekh le to syd hme lgta hai ki wo 99percent to jarur sikh jayega 👍👌👌very nice 🙏🙏,Positive
Why are they thinking of telling people not to even go out for a jog? Doesn't social distancing work? Is it permanently airborne?,Neutral
"just politely sharing a video for how to pronounce available, otherwise pretty good English.",Neutral
Lmfao eyy another john Travolta movie iv never heard of😂 love this actor,Positive
The Floral apron 😂,Neutral
my mouth always hurts after opening gifts because of how much I fake smiles,Negative
